Household,Ouside Temperature (F),Climate,Room Temperature (F),Hour,Predicted Consumption - Before Optimization(KWH),Predicted Consumption - After Optmization(KWH),Actual Consumption (KWH),Predicted Price ($/KWH),Actual Price ($/KWH),Cost to the Marketer - Predicted - Before Optimization($),Cost to the Marketer - Predicted - After Optimization($),Cost to the Marketer - Actual($),Cost to the Consumer - Predicted - Before Optimization($),Cost to the Consumer - Predicted - After Optimization($),Cost to the Consumer - Actual($)
House C,99,Hot,72,22,3.3723813116,2.5227,2.528,0.043248,0.04307,0.145848747,0.1091017296,0.10888096,0.3372381312,0.25227,0.2528
House C,86,Normal,72,15,3.3388782675,2.44143,2.45447,0.142243,0.13435,0.4749320614,0.3472763275,0.3297580445,0.3338878268,0.244143,0.245447
House C,86,Normal,76,15,3.3064540267,2.36315,2.38646,0.142243,0.13435,0.4703199401,0.3361415455,0.320620901,0.3306454027,0.236315,0.238646
House C,107.1,Hot,74,17,3.5954260906,2.93856,2.945,0.535123,0.529,1.9239951959,1.5724910429,1.557905,0.3595426091,0.293856,0.2945
House C,60.1,Cold,72,21,3.464155492,2.66138,2.62768,0.049864,0.04674,0.1727366495,0.1327070523,0.1228177632,0.3464155492,0.266138,0.262768
House C,97,Hot,74,23,3.3189186672,2.3574,2.449,0.040821,0.03954,0.1354815789,0.0962314254,0.09683346,0.3318918667,0.23574,0.2449
House C,66.9,Cold,76,18,3.7143461285,3.12883,3.13066,0.137562,0.1276,0.5109528821,0.4304081125,0.399472216,0.3714346128,0.312883,0.313066
House D,96.1,Hot,74,24,3.4797078703,2.6557,2.682,0.03057,0.03375,0.1063746696,0.081184749,0.0905175,0.347970787,0.26557,0.2682
House C,86,Normal,74,16,3.5091307436,2.69306,2.6691,0.42499,0.41882,1.4913454747,1.1445235694,1.117872462,0.3509130744,0.269306,0.26691
House C,99,Hot,72,21,3.4914623724,2.6565,2.629,0.057951,0.04893,0.2023337359,0.1539468315,0.12863697,0.3491462372,0.26565,0.2629
House C,64,Cold,76,22,3.6283027725,2.90924,2.99324,0.045292,0.03894,0.1643330892,0.1317652981,0.1165567656,0.3628302772,0.290924,0.299324
House D,57.2,Cold,72,24,3.5714681632,2.78107,2.72067,0.03237,0.0315,0.1156084244,0.0900232359,0.085701105,0.3571468163,0.278107,0.272067
House D,57.2,Cold,74,24,3.4941091289,2.60071,2.69711,0.03237,0.0315,0.1131043125,0.0841849827,0.084958965,0.3494109129,0.260071,0.269711
House C,60.1,Cold,74,21,3.6431633314,2.89698,2.83848,0.049864,0.04674,0.1816626964,0.1444550107,0.1326705552,0.3643163331,0.289698,0.283848
House C,79,Normal,72,21,3.5540537798,2.71283,2.62613,0.037551,0.04682,0.1334582735,0.1018694793,0.1229554066,0.355405378,0.271283,0.262613
House C,75,Normal,76,22,3.6827982184,2.96129,2.99289,0.034404,0.03477,0.1267029899,0.1018802212,0.1040627853,0.3682798218,0.296129,0.299289
House C,106,Hot,76,16,3.53842075,2.66178,2.654,0.430906,0.423,1.5247267317,1.1469769727,1.122642,0.353842075,0.266178,0.2654
House C,71.1,Cold,76,17,3.6845874327,2.92899,2.93958,0.534748,0.5295,1.9703257605,1.5662715445,1.55650761,0.3684587433,0.292899,0.293958
House C,66.9,Cold,72,18,3.6414965255,2.8336,2.83496,0.137562,0.1276,0.500931545,0.3897956832,0.361740896,0.3641496526,0.28336,0.283496
House A,57.2,Cold,74,24,3.9421794058,3.43337,3.42737,0.026455,0.0315,0.1042903562,0.0908298034,0.107962155,0.3942179406,0.343337,0.342737
House D,70,Cold,76,13,3.8513887088,3.25014,3.26154,0.05217,0.05893,0.2009269489,0.1695598038,0.1922025522,0.3851388709,0.325014,0.326154
House C,106,Hot,72,16,3.5588901648,2.64902,2.654,0.430906,0.423,1.5335471254,1.1414786121,1.122642,0.3558890165,0.264902,0.2654
House C,75,Normal,74,22,3.6550715542,2.83098,2.73668,0.034404,0.03477,0.1257490818,0.0973970359,0.0951543636,0.3655071554,0.283098,0.273668
House C,73,Cold,76,16,3.5736061642,2.6633,2.65446,0.424417,0.42027,1.5166992074,1.1303497961,1.1155899042,0.3573606164,0.26633,0.265446
House C,71.1,Cold,74,17,3.7136944504,2.9302,2.93413,0.534748,0.5295,1.9858906799,1.5669185896,1.553621835,0.371369445,0.29302,0.293413
House D,75,Normal,74,22,4.0093622385,3.50707,3.47067,0.03939,0.03477,0.1579287786,0.1381434873,0.1206751959,0.4009362238,0.350707,0.347067
House C,77,Normal,72,20,3.5893974403,2.64842,2.64396,0.038438,0.0467,0.1379692588,0.101799968,0.123472932,0.358939744,0.264842,0.264396
House D,57.2,Cold,76,24,3.7132490845,2.88616,2.84806,0.03237,0.0315,0.1201978729,0.0934249992,0.08971389,0.3713249085,0.288616,0.284806
House D,62.1,Cold,72,23,3.847191659,3.15319,3.12289,0.04423,0.03589,0.1701612871,0.1394655937,0.1120805221,0.3847191659,0.315319,0.312289
House D,62.1,Cold,76,23,3.9123616632,3.27055,3.25315,0.04423,0.03589,0.1730437564,0.1446564265,0.1167555535,0.3912361663,0.327055,0.325315
House A,72,Normal,76,24,3.9357332589,3.31465,3.30915,0.036362,0.02734,0.1431111328,0.1205273033,0.090472161,0.3935733259,0.331465,0.330915
House A,96.1,Hot,72,24,3.9594409608,3.3613,3.362,0.041011,0.03375,0.1623806332,0.1378502743,0.1134675,0.3959440961,0.33613,0.3362
House C,73,Cold,74,16,3.62671542,2.69481,2.65964,0.424417,0.42027,1.5392396784,1.1437231758,1.1177669028,0.362671542,0.269481,0.265964
House A,57.2,Cold,76,24,3.913701846,3.26626,3.30706,0.026455,0.0315,0.1035369823,0.0864089083,0.10417239,0.3913701846,0.326626,0.330706
House C,99,Hot,74,21,3.7506685101,2.9358,2.842,0.057951,0.04893,0.2173549908,0.1701325458,0.13905906,0.375066851,0.29358,0.2842
House C,102.2,Hot,76,20,3.8383502257,3.11021,3.116,0.059275,0.05249,0.2275182096,0.1843576978,0.16355884,0.3838350226,0.311021,0.3116
House D,64,Cold,74,22,4.0058892556,3.4427,3.4772,0.04413,0.03894,0.1767798928,0.151926351,0.135402168,0.4005889256,0.34427,0.34772
House C,105.1,Hot,74,19,3.8625059444,3.15258,3.16,0.081082,0.07174,0.313179707,0.2556174916,0.2266984,0.3862505944,0.315258,0.316
House C,105.1,Hot,72,19,3.7155590867,2.83047,2.823,0.081082,0.07174,0.3012649619,0.2295001685,0.20252202,0.3715559087,0.283047,0.2823
House D,62.1,Cold,74,23,3.8458026774,3.08703,3.05523,0.04423,0.03589,0.1700998524,0.1365393369,0.1096522047,0.3845802677,0.308703,0.305523
House D,73.9,Normal,76,23,3.9704657294,3.31502,3.26202,0.05256,0.04409,0.2086876787,0.1742374512,0.1438224618,0.3970465729,0.331502,0.326202
House C,106,Hot,74,16,3.654954845,2.68371,2.677,0.430906,0.423,1.5749419724,1.1564267413,1.132371,0.3654954845,0.268371,0.2677
House C,64,Cold,74,22,3.705152798,2.78214,2.74444,0.045292,0.03894,0.1678137805,0.1260086849,0.1068684936,0.3705152798,0.278214,0.274444
House D,73.9,Normal,74,23,3.9107529328,3.15314,3.05604,0.05256,0.04409,0.2055491741,0.1657290384,0.1347408036,0.3910752933,0.315314,0.305604
House C,105.1,Hot,74,18,3.8981109922,3.12659,3.117,0.127012,0.13459,0.4951068733,0.3971144491,0.41951703,0.3898110992,0.312659,0.3117
House C,81,Normal,76,19,3.98124138,3.23153,3.24425,0.080257,0.07651,0.3195224894,0.2593529032,0.2482175675,0.398124138,0.323153,0.324425
House A,57.2,Cold,72,24,4.0433430741,3.35341,3.34801,0.026455,0.0315,0.106966641,0.0887144616,0.105462315,0.4043343074,0.335341,0.334801
House C,79,Normal,74,21,3.8077931738,2.87656,2.84726,0.037551,0.04682,0.1429864415,0.1080177046,0.1333087132,0.3807793174,0.287656,0.284726
House D,97,Hot,76,23,4.0052455437,3.2698,3.264,0.03512,0.03954,0.1406642235,0.114835376,0.12905856,0.4005245544,0.32698,0.3264
House D,104,Hot,76,14,4.1993179034,3.64688,3.649,0.6245,0.06516,2.6224740307,2.27747656,0.23776884,0.4199317903,0.364688,0.3649
House D,102.2,Hot,72,13,4.0963879466,3.43444,3.434,0.05125,0.05032,0.2099398823,0.17601505,0.17279888,0.4096387947,0.343444,0.3434
House A,72,Normal,74,24,4.0811524331,3.40019,3.42249,0.036362,0.02734,0.1483988648,0.1236377088,0.0935708766,0.4081152433,0.340019,0.342249
House C,64,Cold,74,19,3.958176578,3.15153,3.17518,0.076781,0.07844,0.3039127558,0.2419776249,0.2490611192,0.3958176578,0.315153,0.317518
House C,81,Normal,72,19,3.7953476565,2.82498,2.81638,0.080257,0.07651,0.3046032169,0.2267244199,0.2154812338,0.3795347657,0.282498,0.281638
House D,70,Cold,72,13,4.1081135841,3.44731,3.42953,0.05217,0.05893,0.2143202857,0.1798461627,0.2021022029,0.4108113584,0.344731,0.342953
House D,102.2,Hot,74,13,4.0712634008,3.36797,3.366,0.05125,0.05032,0.2086522493,0.1726084625,0.16937712,0.4071263401,0.336797,0.3366
House D,97,Hot,74,23,3.8907299539,2.9917,3.049,0.03512,0.03954,0.136642436,0.105068504,0.12055746,0.3890729954,0.29917,0.3049
House D,75,Normal,72,22,4.1752731943,3.54439,3.57909,0.03939,0.03477,0.1644640111,0.1396135221,0.1244449593,0.4175273194,0.354439,0.357909
House D,73.9,Normal,72,23,4.002786861,3.19105,3.11315,0.05256,0.04409,0.2103864774,0.167721588,0.1372587835,0.4002786861,0.319105,0.311315
House D,96.1,Hot,76,24,3.807016626,2.7927,2.842,0.03057,0.03375,0.1163804983,0.085372839,0.0959175,0.3807016626,0.27927,0.2842
House D,72,Normal,76,24,3.8830810754,2.93571,2.85061,0.0261,0.02734,0.1013484161,0.076622031,0.0779356774,0.3883081075,0.293571,0.285061
House A,72,Normal,72,24,4.0749336724,3.31479,3.35659,0.036362,0.02734,0.1481727382,0.120532394,0.0917691706,0.4074933672,0.331479,0.335659
House C,105.1,Hot,76,18,4.0025633897,3.14483,3.148,0.127012,0.13459,0.5083735813,0.399431148,0.42368932,0.400256339,0.314483,0.3148
House C,81,Normal,74,19,4.0093573081,3.14965,3.16734,0.080257,0.07651,0.3217789895,0.2527814601,0.2423331834,0.4009357308,0.314965,0.316734
House D,72,Cold,76,14,4.263521824,3.65742,3.65285,0.61268,0.05819,2.6121745511,2.2408280856,0.2125593415,0.4263521824,0.365742,0.365285
House C,77,Normal,74,20,3.8738243411,2.87254,2.88238,0.038438,0.0467,0.14890206,0.1104146925,0.134607146,0.3873824341,0.287254,0.288238
House D,97,Hot,72,23,4.0103194575,3.136,3.113,0.03512,0.03954,0.1408424193,0.11013632,0.12308802,0.4010319458,0.3136,0.3113
House D,99,Hot,74,21,4.345484498,3.8011,3.842,0.04089,0.04893,0.1776868611,0.155426979,0.18798906,0.4345484498,0.38011,0.3842
House D,102.2,Hot,76,13,4.0738969719,3.25159,3.254,0.05125,0.05032,0.2087872198,0.1666439875,0.16374128,0.4073896972,0.325159,0.3254
House C,105.1,Hot,76,19,4.090312375,3.23817,3.238,0.081082,0.07174,0.331650708,0.2625572999,0.23229412,0.4090312375,0.323817,0.3238
House D,84.9,Normal,76,14,4.3026591961,3.6548,3.65491,0.61712,0.06782,2.6552570431,2.255450176,0.2478759962,0.4302659196,0.36548,0.365491
House C,99,Hot,76,22,3.9457036077,2.9375,2.993,0.043248,0.04307,0.1706437896,0.127041,0.12890851,0.3945703608,0.29375,0.2993
House D,99,Hot,74,22,4.2610416652,3.5441,3.477,0.04446,0.04307,0.1894459124,0.157570686,0.14975439,0.4261041665,0.35441,0.3477
House D,86,Normal,76,15,4.4659666316,3.95173,3.94983,0.09114,0.13435,0.4070281988,0.3601606722,0.5306596605,0.4465966632,0.395173,0.394983
House D,79,Normal,72,21,4.4664333368,3.94801,3.85021,0.04169,0.04682,0.1862056058,0.1645925369,0.1802668322,0.4466433337,0.394801,0.385021
House C,61,Cold,76,20,4.0484545287,3.11042,3.10281,0.037454,0.04315,0.1516308159,0.1164976707,0.1338862515,0.4048454529,0.311042,0.310281
House D,104,Hot,72,14,4.3953543635,3.79504,3.798,0.6245,0.06516,2.7448988,2.37000248,0.24747768,0.4395354364,0.379504,0.3798
House D,73,Cold,74,15,4.4877151165,3.97617,3.96763,0.09715,0.14244,0.4359815236,0.3862849155,0.5651492172,0.4487715116,0.397617,0.396763
House D,104,Hot,74,14,4.3462606051,3.68938,3.699,0.6245,0.06516,2.7142397479,2.30401781,0.24102684,0.4346260605,0.368938,0.3699
House D,82.9,Normal,72,13,4.2230479383,3.44076,3.43015,0.05563,0.05889,0.2349281568,0.1914094788,0.2020015335,0.4223047938,0.344076,0.343015
House D,72,Cold,72,14,4.4044734417,3.78667,3.80044,0.61268,0.05819,2.6985327882,2.3200169756,0.2211476036,0.4404473442,0.378667,0.380044
House D,82.9,Normal,76,13,4.1434710758,3.24948,3.26186,0.05563,0.05889,0.2305012959,0.1807685724,0.1920909354,0.4143471076,0.324948,0.326186
House C,86,Normal,74,18,4.0816409775,3.12029,3.11026,0.125703,0.12869,0.5130745158,0.3922298139,0.4002593594,0.4081640978,0.312029,0.311026
House C,99,Hot,76,21,4.0666420471,3.0858,3.087,0.057951,0.04893,0.2356659733,0.1788251958,0.15104691,0.4066642047,0.30858,0.3087
House C,66.9,Cold,74,18,4.0904600213,3.11962,3.11212,0.137562,0.1276,0.5626918615,0.4291411664,0.397106512,0.4090460021,0.311962,0.311212
House C,86,Normal,76,18,4.1053979073,3.13814,3.13802,0.125703,0.12869,0.5160608331,0.3944736124,0.4038317938,0.4105397907,0.313814,0.313802
House A,97,Hot,72,23,4.4986010197,3.9215,3.968,0.040821,0.03954,0.1836373922,0.1600795515,0.15689472,0.449860102,0.39215,0.3968
House A,96.1,Hot,76,24,4.2025858834,3.3235,3.306,0.041011,0.03375,0.1723522497,0.1363000585,0.1115775,0.4202585883,0.33235,0.3306
House C,64,Cold,76,19,4.1631461089,3.22839,3.2468,0.076781,0.07844,0.3196505214,0.2478790126,0.254678992,0.4163146109,0.322839,0.32468
House D,61,Cold,72,20,4.5789707728,4.05888,4.05696,0.04054,0.04315,0.1856314751,0.1645469952,0.175057824,0.4578970773,0.405888,0.405696
House A,97,Hot,76,23,4.5256491371,3.94,3.88,0.040821,0.03954,0.1847415234,0.16083474,0.1534152,0.4525649137,0.394,0.388
House D,60.1,Cold,72,21,4.5261798479,3.90172,3.85302,0.05449,0.04674,0.2466315399,0.2126047228,0.1800901548,0.4526179848,0.390172,0.385302
House D,64,Cold,72,22,4.3460186627,3.53601,3.58311,0.04413,0.03894,0.1917898036,0.1560441213,0.1395263034,0.4346018663,0.353601,0.358311
House D,99,Hot,76,21,4.5366095127,3.8926,3.926,0.04089,0.04893,0.185501963,0.159168414,0.19209918,0.4536609513,0.38926,0.3926
House A,62.1,Cold,72,23,4.5444624693,3.89994,3.97534,0.041392,0.03589,0.1881043905,0.1614263165,0.1426749526,0.4544462469,0.389994,0.397534
House D,75,Normal,76,22,4.397597077,3.58239,3.63769,0.03939,0.03477,0.1732213489,0.1411103421,0.1264824813,0.4397597077,0.358239,0.363769
House D,99,Hot,72,22,4.3848964108,3.5438,3.572,0.04446,0.04307,0.1949524944,0.157557348,0.15384604,0.4384896411,0.35438,0.3572
House D,102.2,Hot,76,20,4.675739032,4.11655,4.113,0.0432,0.05249,0.2019919262,0.17783496,0.21589137,0.4675739032,0.411655,0.4113
House D,64,Cold,76,22,4.3864321669,3.53136,3.62986,0.04413,0.03894,0.1935732515,0.1558389168,0.1413467484,0.4386432167,0.353136,0.362986
House A,102.2,Hot,72,13,4.5268678773,3.8,3.862,0.054666,0.05032,0.2474657594,0.2077308,0.19433584,0.4526867877,0.38,0.3862
House D,82.9,Normal,74,13,4.3196653165,3.37159,3.36529,0.05563,0.05889,0.2403029816,0.1875615517,0.1981819281,0.4319665316,0.337159,0.336529
House D,86,Normal,74,15,4.6271713121,3.97524,3.97687,0.09114,0.13435,0.4217203934,0.3623033736,0.5342924845,0.4627171312,0.397524,0.397687
House D,70,Cold,74,13,4.3275532484,3.36471,3.36677,0.05217,0.05893,0.225768453,0.1755369207,0.1984037561,0.4327553248,0.336471,0.336677
House D,77,Normal,74,20,4.6459519811,4.00069,3.99995,0.03818,0.0467,0.1773824466,0.1527463442,0.186797665,0.4645951981,0.400069,0.399995
House D,81,Normal,72,19,4.7446118664,4.19634,4.19507,0.07549,0.07651,0.3581707498,0.3167817066,0.3209648057,0.4744611866,0.419634,0.419507
House A,62.1,Cold,76,23,4.613686146,3.89069,3.88429,0.041392,0.03589,0.190969697,0.1610434405,0.1394071681,0.4613686146,0.389069,0.388429
House A,96.1,Hot,74,24,4.4222025385,3.5011,3.43,0.041011,0.03375,0.1813589483,0.1435836121,0.1157625,0.4422202539,0.35011,0.343
House D,73,Cold,76,15,4.6599987821,3.95939,3.95644,0.09715,0.14244,0.4527188817,0.3846547385,0.5635553136,0.4659998782,0.395939,0.395644
House D,64,Cold,76,19,4.8454094861,4.32115,4.31626,0.08294,0.07844,0.4018782628,0.358396181,0.3385674344,0.4845409486,0.432115,0.431626
House D,106,Hot,72,15,4.7090334275,4.04062,4.047,0.0834,0.12441,0.3927333878,0.336987708,0.50348727,0.4709033427,0.404062,0.4047
House D,106,Hot,76,15,4.6671516473,3.94739,3.945,0.0834,0.12441,0.3892404474,0.329212326,0.49079745,0.4667151647,0.394739,0.3945
House A,73.9,Normal,74,23,4.6929775257,3.98964,3.99044,0.043842,0.04409,0.2057495207,0.1749137969,0.1759384996,0.4692977526,0.398964,0.399044
House D,71.1,Cold,76,17,4.8632905454,4.3291,4.30837,0.58161,0.5295,2.8285384141,2.517847851,2.281281915,0.4863290545,0.43291,0.430837
House D,81,Normal,76,19,4.8716708819,4.33099,4.3216,0.07549,0.07651,0.3677624349,0.3269464351,0.330645616,0.4871670882,0.433099,0.43216
House A,75,Normal,76,22,4.9345872156,4.41019,4.44409,0.034404,0.03477,0.1697695386,0.1517281768,0.1545210093,0.4934587216,0.441019,0.444409
House A,64,Cold,76,22,4.9465365737,4.43225,4.44415,0.045292,0.03894,0.2240385345,0.200745467,0.173055201,0.4946536574,0.443225,0.444415
House A,82.9,Normal,74,13,4.9341703357,4.40283,4.27523,0.054117,0.05889,0.2670224961,0.2382679511,0.2517682947,0.4934170336,0.440283,0.427523
House D,66.9,Cold,72,18,4.8863913988,4.29812,4.26431,0.14303,0.1276,0.6989005618,0.6147601036,0.544125956,0.4886391399,0.429812,0.426431
House D,61,Cold,76,20,4.8101742177,4.13289,4.12079,0.04054,0.04315,0.1950044628,0.1675473606,0.1778120885,0.4810174218,0.413289,0.412079
House A,73.9,Normal,76,23,4.6610678927,3.82728,3.88418,0.043842,0.04409,0.2043505386,0.1677956098,0.1712534962,0.4661067893,0.382728,0.388418
House A,70,Cold,74,13,4.9549462412,4.4056,4.27413,0.0566,0.05893,0.2804499573,0.24935696,0.2518744809,0.4954946241,0.44056,0.427413
House D,84.9,Normal,74,14,4.6013090126,3.69733,3.70109,0.61712,0.06782,2.8395598179,2.2816962896,0.2510079238,0.4601309013,0.369733,0.370109
House A,102.2,Hot,74,13,4.9557015167,4.401,4.28,0.054666,0.05032,0.2709083791,0.240585066,0.2153696,0.4955701517,0.4401,0.428
House D,86,Normal,76,18,4.9566887659,4.40151,4.39416,0.15233,0.12869,0.7550523997,0.6704820183,0.5654844504,0.4956688766,0.440151,0.439416
House D,84.9,Normal,72,14,4.6516740603,3.78614,3.80491,0.61712,0.06782,2.8706410961,2.3365027168,0.2580489962,0.465167406,0.378614,0.380491
House D,105.1,Hot,76,19,4.9235840494,4.32579,4.327,0.0734,0.07174,0.3613910692,0.317512986,0.31041898,0.4923584049,0.432579,0.4327
House D,105.1,Hot,72,18,4.902664985,4.28082,4.274,0.1534,0.13459,0.7520688087,0.656677788,0.57523766,0.4902664985,0.428082,0.4274
House D,105.1,Hot,74,19,4.8548386762,4.17819,4.182,0.0734,0.07174,0.3563451588,0.306679146,0.30001668,0.4854838676,0.417819,0.4182
House D,106,Hot,74,15,4.7516537944,3.96916,3.975,0.0834,0.12441,0.3962879265,0.331027944,0.49452975,0.4751653794,0.396916,0.3975
House D,99,Hot,76,22,4.5421144038,3.5491,3.635,0.04446,0.04307,0.2019424064,0.157792986,0.15655945,0.4542114404,0.35491,0.3635
House A,99,Hot,74,22,4.9942531939,4.4519,4.535,0.043248,0.04307,0.2159914621,0.1925357712,0.19532245,0.4994253194,0.44519,0.4535
House D,60.1,Cold,74,21,4.6754256571,3.8129,3.8526,0.05449,0.04674,0.2547639441,0.207764921,0.180070524,0.4675425657,0.38129,0.38526
House D,73,Cold,74,16,4.833155274,4.11397,4.1398,0.48427,0.42027,2.3405521045,1.9922722519,1.739833746,0.4833155274,0.411397,0.41398
House D,72,Cold,74,14,4.6294874122,3.69351,3.69596,0.61268,0.05819,2.8363943477,2.2629397068,0.2150679124,0.4629487412,0.369351,0.369596
House D,64,Cold,74,19,4.8847975442,4.18191,4.18522,0.08294,0.07844,0.4051451083,0.3468476154,0.3282886568,0.4884797544,0.418191,0.418522
House A,70,Cold,72,13,4.6948151594,3.79058,3.85127,0.0566,0.05893,0.265726538,0.214546828,0.2269553411,0.4694815159,0.379058,0.385127
House D,73,Cold,76,16,4.9091333577,4.21578,4.20004,0.48427,0.42027,2.3773460111,2.0415757806,1.7651508108,0.4909133358,0.421578,0.420004
House A,102.2,Hot,76,13,4.8733891112,4.143,4.216,0.054666,0.05032,0.2664086892,0.226481238,0.21214912,0.4873389111,0.4143,0.4216
House D,86,Normal,74,18,4.9374889505,4.26962,4.27598,0.15233,0.12869,0.7521276918,0.6503912146,0.5502758662,0.493748895,0.426962,0.427598
House D,102.2,Hot,74,20,4.8080681564,4.00406,3.999,0.0432,0.05249,0.2077085444,0.172975392,0.20990751,0.4808068156,0.400406,0.3999
House D,60.1,Cold,76,21,4.7794947812,3.9431,3.9202,0.05449,0.04674,0.2604346706,0.214859519,0.183230148,0.4779494781,0.39431,0.39202
House D,102.2,Hot,72,20,4.8464021221,4.05889,4.058,0.0432,0.05249,0.2093645717,0.175344048,0.21300442,0.4846402122,0.405889,0.4058
House D,106,Hot,76,16,4.9283803348,4.20914,4.201,0.495,0.423,2.4395482657,2.0835243,1.777023,0.4928380335,0.420914,0.4201
House D,105.1,Hot,74,18,4.9633558045,4.2787,4.275,0.1534,0.13459,0.7613787804,0.65635258,0.57537225,0.4963355804,0.42787,0.4275
House A,82.9,Normal,72,13,4.7253040663,3.79773,3.85776,0.054117,0.05889,0.2557192802,0.2055217544,0.2271834864,0.4725304066,0.379773,0.385776
House D,86,Normal,72,18,4.9753655403,4.28942,4.26786,0.15233,0.12869,0.7578974327,0.6534073486,0.5492309034,0.497536554,0.428942,0.426786
House D,86,Normal,76,16,4.9435396112,4.21462,4.20789,0.48537,0.41882,2.3994458211,2.0456501094,1.7623484898,0.4943539611,0.421462,0.420789
House A,82.9,Normal,76,13,4.9108051502,4.14561,4.21187,0.054117,0.05889,0.2657580423,0.2243479764,0.2480370243,0.491080515,0.414561,0.421187
House A,97,Hot,74,23,4.8069888288,3.9353,3.992,0.040821,0.03954,0.196226091,0.1606428813,0.15784368,0.4806988829,0.39353,0.3992
House A,64,Cold,72,22,5.1321455719,4.57906,4.58636,0.045292,0.03894,0.2324451372,0.2073947855,0.1785928584,0.5132145572,0.457906,0.458636
House D,105.1,Hot,72,19,4.9416635906,4.18809,4.197,0.0734,0.07174,0.3627181076,0.307405806,0.30109278,0.4941663591,0.418809,0.4197
House D,87.1,Normal,72,17,4.9995797136,4.3013,4.29955,0.58949,0.53457,2.9472022454,2.535573337,2.2984104435,0.4999579714,0.43013,0.429955
House D,107.1,Hot,72,17,5.0017169061,4.3,4.291,0.583,0.529,2.9160009562,2.5069,2.269939,0.5001716906,0.43,0.4291
House D,106,Hot,72,16,4.942360052,4.17753,4.187,0.495,0.423,2.4464682257,2.06787735,1.771101,0.4942360052,0.417753,0.4187
House A,104,Hot,72,14,5.113914235,4.5,4.366,0.060644,0.06516,0.3101282149,0.272898,0.28448856,0.5113914235,0.45,0.4366
House D,66.9,Cold,74,18,5.0122408347,4.26483,4.27528,0.14303,0.1276,0.7169008066,0.6099986349,0.545525728,0.5012240835,0.426483,0.427528
House D,61,Cold,74,20,4.8843922933,4.00373,4.00971,0.04054,0.04315,0.1980132636,0.1623112142,0.1730189865,0.4884392293,0.400373,0.400971
House D,77,Normal,76,20,4.9460324301,4.12499,4.11317,0.03818,0.0467,0.1888395182,0.1574921182,0.192085039,0.494603243,0.412499,0.411317
House D,79,Normal,74,21,4.824519177,3.88082,3.84462,0.04169,0.04682,0.2011342045,0.1617913858,0.1800051084,0.4824519177,0.388082,0.384462
House D,73,Cold,72,15,4.9092266424,4.03513,4.05374,0.09715,0.14244,0.4769313683,0.3920128795,0.5774147256,0.4909226642,0.403513,0.405374
House A,64,Cold,74,22,5.1669944722,4.52127,4.53567,0.045292,0.03894,0.2340235136,0.2047773608,0.1766189898,0.5166994472,0.452127,0.453567
House D,99,Hot,72,21,4.84107015,3.8663,3.853,0.04089,0.04893,0.1979513584,0.158093007,0.18852729,0.484107015,0.38663,0.3853
House A,84.9,Normal,72,14,5.1653720437,4.50073,4.3688,0.06308,0.06782,0.3258316685,0.2839060484,0.296292016,0.5165372044,0.450073,0.43688
House A,73.9,Normal,72,23,4.8794991462,3.91245,3.97525,0.043842,0.04409,0.2139270016,0.1715296329,0.1752687725,0.4879499146,0.391245,0.397525
House A,72,Cold,76,14,5.3918605917,4.9369,4.76136,0.05665,0.05819,0.3054489025,0.279675385,0.2770635384,0.5391860592,0.49369,0.476136
House D,107.1,Hot,76,17,5.0858818354,4.31688,4.318,0.583,0.529,2.9650691101,2.51674104,2.284222,0.5085881835,0.431688,0.4318
House A,62.1,Cold,74,23,4.9778585801,4.07803,3.98343,0.041392,0.03589,0.2060435223,0.1687978178,0.1429653027,0.497785858,0.407803,0.398343
House D,79,Normal,76,21,4.9425380653,4.00276,3.91686,0.04169,0.04682,0.2060544119,0.1668750644,0.1833873852,0.4942538065,0.400276,0.391686
House D,105.1,Hot,76,18,5.1420294038,4.40098,4.394,0.1534,0.13459,0.7887873105,0.675110332,0.59138846,0.5142029404,0.440098,0.4394
House D,71.1,Cold,74,17,5.0431442505,4.19782,4.21262,0.58161,0.5295,2.9331431275,2.4414940902,2.23058229,0.5043144251,0.419782,0.421262
House D,73,Cold,72,16,5.0536405701,4.16834,4.18804,0.48427,0.42027,2.4473265189,2.0186020118,1.7601075708,0.505364057,0.416834,0.418804
House D,77,Normal,72,20,5.0440128881,4.06606,4.05984,0.03818,0.0467,0.1925804121,0.1552421708,0.189594528,0.5044012888,0.406606,0.405984
House D,107.1,Hot,74,17,5.1108074331,4.19748,4.203,0.583,0.529,2.9796007335,2.44713084,2.223387,0.5110807433,0.419748,0.4203
House D,86,Normal,72,16,5.1038912122,4.17644,4.19651,0.48537,0.41882,2.4772756777,2.0271186828,1.7575823182,0.5103891212,0.417644,0.419651
House A,99,Hot,76,22,5.2614535778,4.4901,4.447,0.043248,0.04307,0.2275473443,0.1941878448,0.19153229,0.5261453578,0.44901,0.4447
House D,106,Hot,74,16,5.0851153753,4.12798,4.136,0.495,0.423,2.5171321108,2.0433501,1.749528,0.5085115375,0.412798,0.4136
House A,72,Cold,72,14,5.2697841213,4.49631,4.37091,0.05665,0.05819,0.2985332705,0.2547159615,0.2543432529,0.5269784121,0.449631,0.437091
House D,71.1,Cold,72,17,5.1703877291,4.29244,4.29361,0.58161,0.5295,3.0071492071,2.4965260284,2.273466495,0.5170387729,0.429244,0.429361
